fator_ponderacao,sexo,faixa_idade,estado,municipio_condicao,regiao,classe_economica,alfabetizado,escolaridade,grau_escolaridade,grau_instrucao_chefe_familia,raca,religiao,orientacao_politica_esquerda_direita_centro,origem_agua_domicilio,condicao_trecho_rua_domicilio,nivel_preocupacao_meio_ambiente,conhecimento_aquecimento_global,associacao_aquecimento_global,opiniao_aquecimento_global_ocorrendo,causa_principal_aquecimento_global,percepcao_diminuicao_chuvas,percepcao_aumento_chuvas,percepcao_aumento_desastres_ambientais,percepcao_aumento_poluicao_ar,percepcao_aumento_temperatura,percepcao_aumento_conta_energia,percepcao_aumento_preco_alimentos,acha_diminuicao_chuvas_por_aquecimento,acha_aumento_chuvas_por_aquecimento,acha_mais_desastres_por_aquecimento,acha_aumento_poluicao_por_aquecimento,acha_aumento_temperatura_por_aquecimento,acha_aumento_conta_energia_por_aquecimento,acha_aumento_preco_alimentos_por_aquecimento,opiniao_sobre_visao_cientistas_aquecimento,percepcao_prejuizo_geracoes_futuras,percepcao_prejuizo_pessoal_familia,opniao_meio_ambiente_ou_economia,principal_contribuidor_resolucao_mudancas_climaticas,segundo_contribuidor_resolucao_mudancas_climaticas,terceiro_contribuidor_resolucao_mudancas_climaticas,costuma_separar_lixo_reciclagem,utiliza_energia_solar_ou_nao_poluente,evita_produtos_prejudiciais_ambiente,participou_manifestacao_mudanca_climatica,votou_politico_propostas_meio_ambiente,doacao_instituicoes_meio_ambiente,compartilhou_info_defesa_meio_ambiente,ouviu_falar_queimadas_amazonia,opiniao_causa_queimadas_amazonia,primeiro_responsavel_queimadas_amazonia,segundo_responsavel_queimadas_amazonia,terceiro_responsavel_queimadas_amazonia,percepcao_mudanca_queimadas_amazonia_10anos,opiniao_desmatamento_prejudica_vida_local,opiniao_desmatamento_ameaca_clima_planeta,opiniao_desmatamento_prejudica_imagem_brasil,opiniao_desmatamento_prejudica_comercio_brasil,opiniao_desmatamento_necessario_economia,opiniao_criacao_ministerio_povos_originarios,opiniao_demarcacao_terras_indigenas,opiniao_indios_protegem_florestas,opiniao_financiamento_externo_preservacao_amazonia,comparacao_governo_lula_bolsonaro_meio_ambiente,informacao_principalmente_tv_aberta,informacao_principalmente_jornal_revista_impressos,informacao_principalmente_sites_internet,informacao_principalmente_redes_sociais,informacao_principalmente_radio,informacao_principalmente_whatsapp,informacao_principalmente_tv_paga,informacao_principalmente_conversas_com_outros,informacao_desmatamento_tv_aberta,informacao_desmatamento_jornal_revista_impressos,informacao_desmatamento_sites_internet,informacao_desmatamento_redes_sociais,informacao_desmatamento_radio,informacao_desmatamento_whatsapp,informacao_desmatamento_tv_paga,informacao_desmatamento_conversas_com_outros,uso_internet_ultimos_3_meses,uso_internet_computador_mesa_ultimos_3_meses,uso_internet_notebook_ultimos_3_meses,uso_internet_tablet_ultimos_3_meses,uso_internet_celular_ultimos_3_meses,uso_internet_videogame_ultimos_3_meses,uso_internet_televisao_ultimos_3_meses,tipo_conexao_internet_celular_3G_4G,tipo_conexao_internet_celular_wifi,,,,,,,,
1.491197,Feminino,25 a 34 anos,ES,Interior,Sudeste,C1,Sim,Superior completo,Superior,Superior completo,Preta,Católica Apostólica Romana,Mais à esquerda,Rede Geral de distribuição,Asfaltada/Pavimentada,Um pouco preocupado(a),Um pouco,OS POSTES,Sim,Causado principalmente pela ação humana,Sim,Não,Sim,Sim,Sim,Sim,Sim,Sim,,Sim,Não,Sim,Não,Não,A maior parte dos cientistas acha que o aquecimento global está acontecendo,Muito,Mais ou menos,"Proteger o meio ambiente, mesmo que isso signifique menos crescimento econômico e menos empregos",Os governos,Os cidadãos,Empresas e indústrias,Sim,Não,Sim,Sim,Sim,Não,Sim,Sim,Ambos (Esp.),,,,Aumentaram,Concorda totalmente,Concorda totalmente,Concorda totalmente,Concorda totalmente,Não concorda nem discorda,Concorda totalmente,Concorda totalmente,Concorda totalmente,Concorda totalmente,Melhor,Não,Não,Sim,Sim,Não,Não,Não,Sim,,,Sim,Sim,,,,Sim,Sim,Sim,Sim,Não,Sim,Sim,Sim,Sim,Sim,,,,,,,,
0.800007,Feminino,18 a 24 anos,RO,Interior,Norte,C1,Sim,Superior completo,Superior,Superior completo,Parda,"Protestante evangélico e pentecostal (Igreja Universal, Quadrangular, Batista, Adventista, etc.)",Mais à direita,Rede Geral de distribuição,Asfaltada/Pavimentada,Preocupado(a),Mais ou menos,QUEIMADAS,Sim,Causado principalmente pela ação humana,Não sabe,Não respondeu,Sim,Sim,Sim,Sim,Sim,,,Sim,Não,Sim,Não respondeu,Não,A maior parte dos cientistas acha que o aquecimento global está acontecendo,Muito,Muito,"Proteger o meio ambiente, mesmo que isso signifique menos crescimento econômico e menos empregos",Os cidadãos,Os governos,As ONGs de meio ambiente,Não,Não,Não respondeu,Não,Não,Sim,Sim,Sim,Por ação humana,Madeireiros,Pequenos agricultores,Pecuaristas e criadores de animais,Diminuíram,Concorda em parte,Concorda totalmente,Discorda totalmente,Concorda totalmente,Discorda em parte,Não concorda nem discorda,Concorda totalmente,Concorda em parte,Discorda em parte,Pior,Sim,Não,Sim,Sim,Não,Sim,Sim,Sim,Sim,,Não,Sim,,Não,Sim,Sim,Sim,Sim,Sim,Não,Sim,Sim,Sim,Sim,Sim,,,,,,,,
1.660899,Feminino,45 a 59 anos,MG,Periferia,Sudeste,C1,Sim,4ª série (ou 5º ano do Fundamental,Analfabeto/Saber ler/Primário,Fundamental I completo/Fundamental II incompleto,Parda,"Protestante não evangélico (Calvinista, Luterano, Metodista, Anglicano, etc)",Não sabe,Rede Geral de distribuição,Asfaltada/Pavimentada,Nada preocupado(a),Mais ou menos,SUPERPOPULAÇÃO,Sim,Causado principalmente pela ação humana,Sim,Não,Sim,Sim,Sim,Sim,Sim,Não,,Não,Não,Sim,Sim,Não,A maior parte dos cientistas acha que o aquecimento global está acontecendo,Muito,Mais ou menos,"Proteger o meio ambiente, mesmo que isso signifique menos crescimento econômico e menos empregos",Os cidadãos,Os governos,As ONGs de meio ambiente,Não,Não,Sim,Não,Não,Não,Não,Sim,Por ação humana,Não sabe,,,Não sabe,Concorda totalmente,Concorda totalmente,Concorda totalmente,Não concorda nem discorda,Concorda totalmente,Não concorda nem discorda,Não concorda nem discorda,Concorda totalmente,Não concorda nem discorda,Não sabe,Não,Não,Sim,Sim,Não,Sim,Não,Sim,,,Não,Não,,Não,,Não,Sim,Não,Não,Não,Sim,Não,Não,Sim,Não,,,,,,,,
1.271349,Feminino,45 a 59 anos,RJ,Periferia,Sudeste,C2,Sim,Superior Incompleto,Superior,Fundamental completo/ Médio incompleto,Branca,Outras religiões,No centro,Rede Geral de distribuição,Asfaltada/Pavimentada,Muito preocupado(a),Mais ou menos,SOCORRO RESPEITO CONSCIÊNCIA,Sim,Causado principalmente pela ação humana,Sim,Não,Sim,Sim,Sim,Sim,Sim,Sim,,Sim,Sim,Sim,Sim,Sim,A maior parte dos cientistas acha que o aquecimento global não está acontecendo,Muito,Muito,"Proteger o meio ambiente, mesmo que isso signifique menos crescimento econômico e menos empregos",Empresas e indústrias,Os governos,,Não,Não,Não,Não,Não,Não,Não,Sim,Por ação humana,Garimpeiros,Pecuaristas e criadores de animais,Políticos,Aumentaram,Concorda totalmente,Concorda totalmente,Concorda em parte,Discorda em parte,Discorda totalmente,Discorda totalmente,Concorda totalmente,Discorda em parte,Discorda totalmente,Pior,Não,Não,Não,Não,Não,Sim,Sim,Sim,,,,,,Não,Sim,Sim,Não,,,,,,,,,,,,,,,,
0.663832,Feminino,25 a 34 anos,RN,Capital RM,Nordeste,B2,Sim,Superior completo,Superior,Fundamental completo/ Médio incompleto,Branca,Católica Apostólica Romana,Não respondeu,Poço ou nascente,Asfaltada/Pavimentada,Preocupado(a),Mais ou menos,DESMATAMENTO,Sim,Causado principalmente pela ação humana,Sim,Não respondeu,Sim,Sim,Sim,Sim,Sim,Sim,,Sim,Sim,Sim,Sim,Sim,A maior parte dos cientistas acha que o aquecimento global está acontecendo,Muito,Muito,"Proteger o meio ambiente, mesmo que isso signifique menos crescimento econômico e menos empregos",Empresas e indústrias,Os governos,Os cidadãos,Não,Não,Não,Não,Não,Não,Sim,Sim,Por ação humana,Madeireiros,Organizações Não Governamentais (ONGs) de meio ambiente,Políticos,Estão iguais,Concorda totalmente,Concorda totalmente,Concorda totalmente,Concorda totalmente,Concorda totalmente,Concorda totalmente,Concorda totalmente,Concorda em parte,Concorda em parte,Não respondeu,Não,Não,Sim,Sim,Não,Sim,Não,Sim,,,Sim,Sim,,Sim,,Sim,Sim,Não,Não,Não,Sim,Não,Não,Sim,Sim,,,,,,,,
3.09608,Masculino,45 a 59 anos,MG,Periferia,Sudeste,DE,Sim,4ª série (ou 5º ano do Fundamental,Analfabeto/Saber ler/Primário,Fundamental I completo/Fundamental II incompleto,Parda,Ateu,Não sabe,Poço ou nascente,Asfaltada/Pavimentada,Muito preocupado(a),Um pouco,DESMATAMENTO,Sim,Causado principalmente pela ação humana,Não,Sim,Sim,Sim,Sim,Sim,Sim,,Não,Sim,Sim,Sim,Sim,Sim,A maior parte dos cientistas acha que o aquecimento global está acontecendo,Muito,Muito,Não sabe,Os cidadãos,,,Não,Não,Sim,Não,Não,Não,Não,Sim,Por ação humana,Madeireiros,,,Aumentaram,Concorda totalmente,Concorda totalmente,Concorda totalmente,Discorda totalmente,Discorda totalmente,Concorda totalmente,Concorda totalmente,Concorda em parte,Concorda totalmente,Não sabe,Sim,Sim,Sim,Sim,Não,Não,Sim,Não,Não,Não,Sim,Sim,,,Não,,Sim,Não,Não,Não,Sim,Não,Não,Sim,Não,,,,,,,,
2.054517,Masculino,45 a 59 anos,MA,Interior,Nordeste,DE,Sim,4ª série (ou 5º ano do Fundamental,Analfabeto/Saber ler/Primário,Fundamental I completo/Fundamental II incompleto,Branca,"Protestante evangélico e pentecostal (Igreja Universal, Quadrangular, Batista, Adventista, etc.)",Mais à direita,Rede Geral de distribuição,Terra/Cascalho,Muito preocupado(a),Muito,TEMPERATURA QUENTE,Sim,Resultado de mudanças naturais do meio ambiente,Sim,Sim,Sim,Sim,Sim,Sim,Sim,Sim,Sim,Sim,Sim,Sim,Sim,Sim,A maior parte dos cientistas acha que o aquecimento global está acontecendo,Muito,Muito,"Promover o crescimento econômico e a geração de empregos, mesmo que isso prejudique o meio ambiente",Os governos,Empresas e indústrias,Os cidadãos,Sim,Sim,Não,Não,Não,Sim,Não,Sim,Por ação humana,Madeireiros,Garimpeiros,Grandes produtores rurais,Aumentaram,Concorda em parte,Discorda em parte,Discorda totalmente,Concorda em parte,Concorda em parte,Concorda totalmente,Concorda totalmente,Concorda totalmente,Concorda totalmente,Melhor,Sim,Sim,Sim,Sim,Não,Sim,Sim,Sim,Sim,Sim,Sim,Sim,,Não respondeu,Sim,Não,Sim,Não,Não,Não,Sim,Não,Sim,Não,Sim,,,,,,,,
0.67013,Masculino,25 a 34 anos,RS,Periferia,Sul,B1,Sim,Superior completo,Superior,Superior completo,Branca,"Protestante evangélico e pentecostal (Igreja Universal, Quadrangular, Batista, Adventista, etc.)",Mais à esquerda,Rede Geral de distribuição,Asfaltada/Pavimentada,Preocupado(a),Muito,CALOR,Sim,Causado principalmente pela ação humana,Sim,Não,Sim,Sim,Sim,Sim,Sim,Sim,,Sim,Não,Sim,Sim,Não,Os cientistas discordam muito entre eles sobre se o aquecimento global está acontecendo,Muito,Mais ou menos,"Proteger o meio ambiente, mesmo que isso signifique menos crescimento econômico e menos empregos",Os governos,,,Sim,Não,Não,Não,Não,Não,Sim,Sim,Ambos (Esp.),,,,Aumentaram,Concorda totalmente,Concorda totalmente,Concorda totalmente,Concorda totalmente,Discorda em parte,Concorda totalmente,Concorda totalmente,Concorda totalmente,Concorda totalmente,Melhor,Não,Não,Sim,Sim,Sim,Sim,Sim,Não,,,Sim,Não,Não,Não,Não,,Sim,Sim,Sim,Sim,Sim,Sim,Sim,Sim,Sim,,,,,,,,
3.018354,Masculino,60 anos ou +,RS,Interior,Sul,DE,Sim,4ª série (ou 5º ano do Fundamental,Analfabeto/Saber ler/Primário,Analfabeto/ Fundamental I incompleto,Branca,Católica Apostólica Romana,Não respondeu,Rede Geral de distribuição,Asfaltada/Pavimentada,Preocupado(a),Mais ou menos,NÃO SABE,Sim,Causado principalmente pela ação humana,Sim,Não,Sim,Sim,Sim,Sim,Sim,Sim,,Sim,Sim,Sim,Sim,Sim,A maior parte dos cientistas acha que o aquecimento global está acontecendo,Muito,Muito,"Proteger o meio ambiente, mesmo que isso signifique menos crescimento econômico e menos empregos",Os governos,Empresas e indústrias,As ONGs de meio ambiente,Não,Não,Sim,Não,Sim,Não,Não,Sim,Por ação humana,Garimpeiros,Grandes produtores rurais,Pecuaristas e criadores de animais,Aumentaram,Concorda totalmente,Concorda totalmente,Concorda totalmente,Concorda totalmente,Discorda totalmente,Concorda totalmente,Concorda totalmente,Concorda totalmente,Concorda totalmente,Melhor,Sim,Não,Não,Não,Não,Não,Sim,Sim,Sim,,,,,,Sim,Não,Sim,Não,Não,Não,Sim,Não,Não,Sim,Não,,,,,,,,
1.258961,Feminino,60 anos ou +,RS,Interior,Sul,C2,Sim,3ª série (ou 4º ano do Fundamental,Analfabeto/Saber ler/Primário,Analfabeto/ Fundamental I incompleto,Parda,"Protestante evangélico e pentecostal (Igreja Universal, Quadrangular, Batista, Adventista, etc.)",Não sabe,Rede Geral de distribuição,Asfaltada/Pavimentada,Um pouco preocupado(a),Nada,CALOR,Sim,Causado principalmente pela ação humana,Sim,Não,Sim,Sim,Sim,Sim,Sim,Sim,,Sim,Sim,Sim,Sim,Sim,A maior parte dos cientistas acha que o aquecimento global está acontecendo,Muito,Mais ou menos,"Proteger o meio ambiente, mesmo que isso signifique menos crescimento econômico e menos empregos",Os cidadãos,Os governos,,Sim,Não,Não,Não,Não,Não,Não,Sim,Por ação humana,Madeireiros,Pequenos agricultores,,Diminuíram,Concorda totalmente,Concorda totalmente,Concorda totalmente,Concorda em parte,Discorda totalmente,Não concorda nem discorda,Não concorda nem discorda,Discorda totalmente,Concorda totalmente,Não sabe,Sim,Não,Sim,Sim,Não,Não,Não,Não sabe,Não sabe,,Não,Não,,,,,Sim,Não,Não,Não,Sim,Não,Sim,Não,Sim,,,,,,,,
0.621356,Feminino,35 a 44 anos,RO,Interior,Norte,DE,Sim,3ª série do Ensino Médio,Colegial,Médio completo/ Superior incompleto,Preta,Prefiro não responder,Não respondeu,Rede Geral de distribuição,Terra/Cascalho,Muito preocupado(a),Muito,POLUIÇÃO,Sim,Causado principalmente pela ação humana,Não,Não,Sim,Sim,Sim,Sim,Sim,,,Sim,Não,Não,Não,Não,A maior parte dos cientistas acha que o aquecimento global está acontecendo,Muito,Muito,"Proteger o meio ambiente, mesmo que isso signifique menos crescimento econômico e menos empregos",Os cidadãos,Empresas e indústrias,As ONGs de meio ambiente,Sim,Sim,Sim,Não,Sim,Não,Sim,Sim,Por ação humana,Garimpeiros,Madeireiros,Outros responsáveis,Aumentaram,Concorda em parte,Concorda totalmente,Concorda totalmente,Concorda totalmente,Discorda totalmente,Concorda totalmente,Concorda totalmente,Concorda totalmente,Concorda totalmente,Não respondeu,Não,Não,Sim,Não,Não,Sim,Sim,Sim,,,Não,,,Não,Não,Não,Sim,Sim,Sim,Sim,Sim,Sim,Sim,Sim,Não,,,,,,,,
0.544673,Masculino,45 a 59 anos,RS,Interior,Sul,B2,Sim,Superior completo,Superior,Superior completo,Branca,Ateu,Mais à esquerda,Rede Geral de distribuição,Asfaltada/Pavimentada,Preocupado(a),Mais ou menos,QUEIMADAS,Sim,Causado principalmente pela ação humana,Não,Sim,Sim,Não,Não,Sim,Sim,,Sim,Sim,,,Sim,Sim,A maior parte dos cientistas acha que o aquecimento global está acontecendo,Mais ou menos,Mais ou menos,"Proteger o meio ambiente, mesmo que isso signifique menos crescimento econômico e menos empregos",Os cidadãos,As ONGs de meio ambiente,Empresas e indústrias,Sim,Não,Não,Sim,Sim,Não,Sim,Sim,Por ação humana,Madeireiros,Garimpeiros,Grandes produtores rurais,Aumentaram,Concorda totalmente,Concorda em parte,Não concorda nem discorda,Concorda totalmente,Discorda totalmente,Concorda em parte,Concorda totalmente,Não concorda nem discorda,Não concorda nem discorda,Não sabe,Não,Não,Sim,Sim,Não,Não,Não,Não,,,Sim,Sim,,,,,Sim,Não,Não,Não,Sim,Não,Sim,Sim,Sim,,,,,,,,
1.198974,Feminino,25 a 34 anos,RS,Periferia,Sul,C1,Sim,6ª série ou 7º ano do Fundamental,Ginásio,Fundamental I completo/Fundamental II incompleto,Parda,"Protestante evangélico e pentecostal (Igreja Universal, Quadrangular, Batista, Adventista, etc.)",Mais à direita,Rede Geral de distribuição,Asfaltada/Pavimentada,Muito preocupado(a),Um pouco,NÃO SABE,Sim,Resultado de mudanças naturais do meio ambiente,Sim,Não,Não,Não,Sim,Sim,Sim,Sim,,,,Sim,Sim,Sim,A maior parte dos cientistas acha que o aquecimento global está acontecendo,Muito,Muito,"Proteger o meio ambiente, mesmo que isso signifique menos crescimento econômico e menos empregos",Os governos,,,Não,Não,Não,Não,Sim,Não,Não,Sim,"Por mudanças naturais no meio ambiente, que deixam a floresta mais seca em algumas épocas do ano",,,,Estão iguais,Concorda totalmente,Concorda totalmente,Concorda totalmente,Concorda totalmente,Não sabe,Concorda totalmente,Concorda totalmente,Concorda totalmente,Concorda totalmente,Melhor,Sim,Sim,Sim,Sim,Não,Sim,Não,Não,Sim,Não,Sim,Sim,,Não,,,Sim,Não,Não,Não,Sim,Não,Não,Não,Sim,,,,,,,,
1.198974,Feminino,25 a 34 anos,RS,Interior,Sul,C2,Sim,8ª série ou 9º ano do Fundamental,Ginásio,Médio completo/ Superior incompleto,Branca,Ateu,No centro,Rede Geral de distribuição,Asfaltada/Pavimentada,Muito preocupado(a),Mais ou menos,FUTURO,Sim,Ambos (Esp.),Sim,Não,Sim,Sim,Sim,Sim,Sim,Sim,,Sim,Sim,Sim,Sim,Sim,A maior parte dos cientistas acha que o aquecimento global está acontecendo,Muito,Mais ou menos,"Proteger o meio ambiente, mesmo que isso signifique menos crescimento econômico e menos empregos",Os cidadãos,As ONGs de meio ambiente,Empresas e indústrias,Não,Não,Não,Não,Não,Não,Sim,Sim,Por ação humana,Organizações Não Governamentais (ONGs) de meio ambiente,Madeireiros,Grandes produtores rurais,Aumentaram,Concorda totalmente,Concorda totalmente,Concorda totalmente,Concorda totalmente,Concorda totalmente,Concorda totalmente,Concorda totalmente,Concorda totalmente,Discorda totalmente,Melhor,Sim,Não,Sim,Sim,Não,Sim,Não,Sim,Sim,,Sim,Sim,,Sim,,Sim,Sim,Não,Não,Não,Sim,Não,Sim,Sim,Sim,,,,,,,,
1.190592,Masculino,60 anos ou +,RS,Interior,Sul,C1,Sim,6ª série ou 7º ano do Fundamental,Ginásio,Médio completo/ Superior incompleto,Branca,Católica Apostólica Romana,No centro,Rede Geral de distribuição,Asfaltada/Pavimentada,Preocupado(a),Um pouco,CUIDAR DO MEIO AMBIENTE,Sim,Causado principalmente pela ação humana,Não,Não,Sim,Não,Sim,Não,Sim,,,Sim,,Sim,,Sim,A maior parte dos cientistas acha que o aquecimento global está acontecendo,Muito,Muito,"Proteger o meio ambiente, mesmo que isso signifique menos crescimento econômico e menos empregos",Empresas e indústrias,Os governos,As ONGs de meio ambiente,Sim,Não,Não,Não,Sim,Não,Sim,Sim,Por ação humana,Garimpeiros,Madeireiros,Grandes produtores rurais,Aumentaram,Discorda em parte,Concorda totalmente,Concorda totalmente,Concorda totalmente,Discorda totalmente,Concorda totalmente,Concorda totalmente,Concorda totalmente,Concorda totalmente,Melhor,Não,Não,Não,Não,Não,Não,Sim,Não,,,,,,,Sim,,Não,,,,,,,,,,,,,,,,
1.503026,Masculino,18 a 24 anos,PR,Interior,Sul,B1,Sim,Superior completo,Superior,Analfabeto/ Fundamental I incompleto,Parda,Católica Apostólica Romana,Mais à direita,Rede Geral de distribuição,Asfaltada/Pavimentada,Um pouco preocupado(a),Muito,AJUDAR A NATUREZA,Não,Causado principalmente pela ação humana,Não,Não,Não,Sim,Sim,Sim,Sim,,,,Não,Não,Não,Não,Os cientistas discordam muito entre eles sobre se o aquecimento global está acontecendo,Nada,Nada,"Promover o crescimento econômico e a geração de empregos, mesmo que isso prejudique o meio ambiente",Os cidadãos,Empresas e indústrias,Os governos,Sim,Não,Não,Não,Não,Não,Sim,Sim,"Por mudanças naturais no meio ambiente, que deixam a floresta mais seca em algumas épocas do ano",,,,Diminuíram,Discorda em parte,Discorda em parte,Discorda em parte,Discorda em parte,Concorda em parte,Discorda totalmente,Discorda totalmente,Discorda totalmente,Discorda totalmente,Pior,Não,Não,Sim,Sim,Não,Sim,Sim,Sim,,,Não,Sim,,Não,Não,Não,Sim,Sim,Sim,Não,Sim,Sim,Sim,Sim,Sim,,,,,,,,
1.190592,Masculino,60 anos ou +,RS,Interior,Sul,C1,Sim,8ª série ou 9º ano do Fundamental,Ginásio,Fundamental I completo/Fundamental II incompleto,Preta,"Protestante evangélico e pentecostal (Igreja Universal, Quadrangular, Batista, Adventista, etc.)",Mais à esquerda,Rede Geral de distribuição,Asfaltada/Pavimentada,Muito preocupado(a),Mais ou menos,AQUECIMENTO E CALOR,Sim,Causado principalmente pela ação humana,Sim,Não,Sim,Sim,Sim,Sim,Sim,Sim,,Sim,Sim,Sim,Sim,Sim,A maior parte dos cientistas acha que o aquecimento global está acontecendo,Muito,Muito,"Proteger o meio ambiente, mesmo que isso signifique menos crescimento econômico e menos empregos",Empresas e indústrias,Os governos,Os cidadãos,Sim,Não,Não,Não,Não,Não,Não,Sim,Por ação humana,Garimpeiros,Pecuaristas e criadores de animais,Madeireiros,Aumentaram,Concorda totalmente,Concorda totalmente,Concorda totalmente,Concorda totalmente,Concorda totalmente,Concorda totalmente,Concorda totalmente,Concorda em parte,Concorda totalmente,Melhor,Sim,Não,Sim,Sim,Sim,Sim,Não,Sim,Sim,,Sim,Não,Sim,Sim,,Sim,Sim,Não,Não,Não,Sim,Não,Sim,Sim,Sim,,,,,,,,
1.190592,Masculino,60 anos ou +,RS,Interior,Sul,C2,Sim,5ª série ou 6º ano do Fundamental,Ginásio,Analfabeto/ Fundamental I incompleto,Branca,Católica Apostólica Romana,Não sabe,Rede Geral de distribuição,Asfaltada/Pavimentada,Preocupado(a),Um pouco,NÃO SABE,Sim,Causado principalmente pela ação humana,Sim,Não,Sim,Sim,Sim,Sim,Sim,Sim,,Sim,Sim,Sim,Não,Sim,A maior parte dos cientistas acha que o aquecimento global está acontecendo,Não sabe,Muito,"Proteger o meio ambiente, mesmo que isso signifique menos crescimento econômico e menos empregos",Os governos,,,Sim,Não,Não,Não,Sim,Não,Não,Sim,Por ação humana,Políticos,,,Aumentaram,Concorda totalmente,Concorda totalmente,Concorda totalmente,Concorda totalmente,Concorda totalmente,Discorda totalmente,Discorda totalmente,Discorda totalmente,Discorda totalmente,Melhor,Não,Não,Não,Não,Não,Não,Não,Não,,,,,,,,,Não,,,,,,,,,,,,,,,,
1.106964,Feminino,45 a 59 anos,RS,Interior,Sul,C2,Sim,6ª série ou 7º ano do Fundamental,Ginásio,Fundamental I completo/Fundamental II incompleto,Branca,Católica Apostólica Romana,Mais à esquerda,Rede Geral de distribuição,Asfaltada/Pavimentada,Muito preocupado(a),Mais ou menos,DESMATAMENTO,Sim,Causado principalmente pela ação humana,Sim,Não,Sim,Sim,Sim,Sim,Sim,Sim,,Sim,Sim,Sim,Sim,Sim,A maior parte dos cientistas acha que o aquecimento global está acontecendo,Muito,Muito,"Proteger o meio ambiente, mesmo que isso signifique menos crescimento econômico e menos empregos",Empresas e indústrias,Os governos,Os cidadãos,Sim,Não,Sim,Não,Sim,Não,Sim,Sim,Por ação humana,Grandes produtores rurais,Pecuaristas e criadores de animais,Madeireiros,Aumentaram,Concorda em parte,Concorda totalmente,Concorda totalmente,Concorda totalmente,Discorda totalmente,Não concorda nem discorda,Discorda totalmente,Concorda totalmente,Concorda totalmente,Não sabe,Não,Sim,Sim,Sim,Sim,Sim,Não,Sim,,Sim,Não,Sim,Sim,Não,,Sim,Sim,Não,Não,Não,Sim,Não,Sim,Sim,Sim,,,,,,,,
0.669362,Feminino,25 a 34 anos,RS,Interior,Sul,B1,Sim,Superior completo,Superior,Superior completo,Parda,"Religiões orientais não cristãs (Islamismo, Budismo, Hinduísmo)",No centro,Rede Geral de distribuição,Asfaltada/Pavimentada,Muito preocupado(a),Mais ou menos,DESMATAMENTO,Sim,Causado principalmente pela ação humana,Não,Sim,Não,Sim,Não,Não,Não,,Sim,,Sim,,,,A maior parte dos cientistas acha que o aquecimento global está acontecendo,Muito,Muito,"Proteger o meio ambiente, mesmo que isso signifique menos crescimento econômico e menos empregos",Os cidadãos,Empresas e indústrias,Os governos,Sim,Não,Não,Não,Sim,Não,Sim,Sim,"Por mudanças naturais no meio ambiente, que deixam a floresta mais seca em algumas épocas do ano",,,,Aumentaram,Concorda totalmente,Concorda totalmente,Concorda totalmente,Concorda totalmente,Concorda em parte,Discorda em parte,Discorda totalmente,Discorda totalmente,Concorda em parte,Igual,Não,Não,Sim,Sim,Não,Não,Não,Não,,,Sim,Sim,,,,,Não,,,,,,,,,,,,,,,,
1.037212,Feminino,35 a 44 anos,RS,Interior,Sul,C1,Sim,Superior completo,Superior,Médio completo/ Superior incompleto,Branca,"Kardecista, espírita",Mais à direita,Rede Geral de distribuição,Terra/Cascalho,Um pouco preocupado(a),Um pouco,NÃO SABE,Sim,Causado principalmente pela ação humana,Não sabe,Não sabe,Sim,Sim,Sim,Sim,Sim,,,Sim,Sim,Sim,Não sabe,Não,A maior parte dos cientistas acha que o aquecimento global está acontecendo,Muito,Muito,"Proteger o meio ambiente, mesmo que isso signifique menos crescimento econômico e menos empregos",Empresas e indústrias,Os cidadãos,,Sim,Não,Não,Não,Não,Não,Não,Sim,Por ação humana,Não sabe,,,Não sabe,Concorda totalmente,Concorda totalmente,Concorda totalmente,Discorda totalmente,Discorda totalmente,Não concorda nem discorda,Não concorda nem discorda,Concorda totalmente,Discorda totalmente,Não sabe,Não,Não,Não,Não,Não,Não,Não,Não,,,,,,,,,Não,,,,,,,,,,,,,,,,
0.715221,Feminino,60 anos ou +,SC,Interior,Sul,B1,Sim,Superior completo,Superior,Superior completo,Branca,É religioso mas não segue nenhuma / Agnóstico,Mais à esquerda,Rede Geral de distribuição,Asfaltada/Pavimentada,Muito preocupado(a),Mais ou menos,"QUEIMADAS, GÁS CARBÔNIO",Sim,Causado principalmente pela ação humana,Não sabe,Não sabe,Sim,Sim,Sim,Sim,Sim,,,Sim,Sim,Sim,Sim,Sim,A maior parte dos cientistas acha que o aquecimento global está acontecendo,Muito,Muito,"Proteger o meio ambiente, mesmo que isso signifique menos crescimento econômico e menos empregos",Empresas e indústrias,Os governos,Os cidadãos,Sim,Sim,Não,Sim,Sim,Não,Sim,Sim,Por ação humana,Grandes produtores rurais,Madeireiros,Garimpeiros,Aumentaram,Concorda totalmente,Concorda totalmente,Concorda totalmente,Concorda totalmente,Discorda totalmente,Concorda totalmente,Concorda totalmente,Concorda totalmente,Concorda totalmente,Melhor,Não,Sim,Sim,Sim,Sim,Não,Sim,Não,,Não,Sim,Sim,Não,,Sim,,Sim,Não,Não,Sim,Sim,Não,Sim,Sim,Sim,,,,,,,,
