fator_ponderacao,sexo,faixa_idade,estado,municipio_condicao,regiao,classe_economica,alfabetizado,escolaridade,grau_escolaridade,grau_instrucao_chefe_familia,raca,religiao,orientacao_politica_esquerda_direita_centro,origem_agua_domicilio,condicao_trecho_rua_domicilio,nivel_preocupacao_meio_ambiente,conhecimento_aquecimento_global,associacao_aquecimento_global,opiniao_aquecimento_global_ocorrendo,causa_principal_aquecimento_global,percepcao_diminuicao_chuvas,percepcao_aumento_chuvas,percepcao_aumento_desastres_ambientais,percepcao_aumento_poluicao_ar,percepcao_aumento_temperatura,percepcao_aumento_conta_energia,percepcao_aumento_preco_alimentos,acha_diminuicao_chuvas_por_aquecimento,acha_aumento_chuvas_por_aquecimento,acha_mais_desastres_por_aquecimento,acha_aumento_poluicao_por_aquecimento,acha_aumento_temperatura_por_aquecimento,acha_aumento_conta_energia_por_aquecimento,acha_aumento_preco_alimentos_por_aquecimento,opiniao_sobre_visao_cientistas_aquecimento,percepcao_prejuizo_geracoes_futuras,percepcao_prejuizo_pessoal_familia,opniao_meio_ambiente_ou_economia,principal_contribuidor_resolucao_mudancas_climaticas,segundo_contribuidor_resolucao_mudancas_climaticas,terceiro_contribuidor_resolucao_mudancas_climaticas,costuma_separar_lixo_reciclagem,utiliza_energia_solar_ou_nao_poluente,evita_produtos_prejudiciais_ambiente,participou_manifestacao_mudanca_climatica,votou_politico_propostas_meio_ambiente,doacao_instituicoes_meio_ambiente,compartilhou_info_defesa_meio_ambiente,ouviu_falar_queimadas_amazonia,opiniao_causa_queimadas_amazonia,primeiro_responsavel_queimadas_amazonia,segundo_responsavel_queimadas_amazonia,terceiro_responsavel_queimadas_amazonia,percepcao_mudanca_queimadas_amazonia_10anos,opiniao_desmatamento_prejudica_vida_local,opiniao_desmatamento_ameaca_clima_planeta,opiniao_desmatamento_prejudica_imagem_brasil,opiniao_desmatamento_prejudica_comercio_brasil,opiniao_desmatamento_necessario_economia,opiniao_criacao_ministerio_povos_originarios,opiniao_demarcacao_terras_indigenas,opiniao_indios_protegem_florestas,opiniao_financiamento_externo_preservacao_amazonia,comparacao_governo_lula_bolsonaro_meio_ambiente,informacao_principalmente_tv_aberta,informacao_principalmente_jornal_revista_impressos,informacao_principalmente_sites_internet,informacao_principalmente_redes_sociais,informacao_principalmente_radio,informacao_principalmente_whatsapp,informacao_principalmente_tv_paga,informacao_principalmente_conversas_com_outros,informacao_desmatamento_tv_aberta,informacao_desmatamento_jornal_revista_impressos,informacao_desmatamento_sites_internet,informacao_desmatamento_redes_sociais,informacao_desmatamento_radio,informacao_desmatamento_whatsapp,informacao_desmatamento_tv_paga,informacao_desmatamento_conversas_com_outros,uso_internet_ultimos_3_meses,uso_internet_computador_mesa_ultimos_3_meses,uso_internet_notebook_ultimos_3_meses,uso_internet_tablet_ultimos_3_meses,uso_internet_celular_ultimos_3_meses,uso_internet_videogame_ultimos_3_meses,uso_internet_televisao_ultimos_3_meses,tipo_conexao_internet_celular_3G_4G,tipo_conexao_internet_celular_wifi,,,,,,,,
1.988347,Masculino,60 anos ou +,RS,Interior,Sul,C1,Sim,4ª série (ou 5º ano do Fundamental,Analfabeto/Saber ler/Primário,Fundamental I completo/Fundamental II incompleto,Branca,"Protestante não evangélico (Calvinista, Luterano, Metodista, Anglicano, etc)",Mais à direita,Poço ou nascente,Terra/Cascalho,Preocupado(a),Nada,NÃO SABE,Sim,Causado principalmente pela ação humana,Sim,Não,Não sabe,Sim,Sim,Sim,Sim,Sim,,,Sim,Sim,Sim,Sim,Os cientistas discordam muito entre eles sobre se o aquecimento global está acontecendo,Muito,Muito,"Proteger o meio ambiente, mesmo que isso signifique menos crescimento econômico e menos empregos",Os cidadãos,As ONGs de meio ambiente,Os governos,Sim,Sim,Sim,Não,Sim,Não,Não,Sim,Por ação humana,Garimpeiros,Indígenas,Outros responsáveis,Aumentaram,Concorda totalmente,Concorda totalmente,Concorda totalmente,Concorda totalmente,Discorda totalmente,Concorda em parte,Concorda totalmente,Concorda totalmente,Concorda totalmente,Melhor,Sim,Sim,Não,Não,Sim,Não,Não,Sim,Sim,Sim,,,Sim,,,Sim,Não,,,,,,,,,,,,,,,,
0.61975,Masculino,60 anos ou +,RS,Periferia,Sul,B2,Sim,Superior completo,Superior,Médio completo/ Superior incompleto,Branca,Católica Apostólica Romana,Mais à direita,Rede Geral de distribuição,Asfaltada/Pavimentada,Muito preocupado(a),Nada,AQUECIMENTO,Sim,Ambos (Esp.),Não,Sim,Não,Não,Não,Não,Não,,Sim,,,,,,A maior parte dos cientistas acha que o aquecimento global está acontecendo,Muito,Muito,"Proteger o meio ambiente, mesmo que isso signifique menos crescimento econômico e menos empregos",Empresas e indústrias,Os cidadãos,As ONGs de meio ambiente,Não,Não,Sim,Não,Sim,Não,Não,Sim,Ambos (Esp.),,,,Aumentaram,Concorda totalmente,Concorda totalmente,Concorda totalmente,Concorda totalmente,Discorda totalmente,Não sabe,Não sabe,Não sabe,Não sabe,Não sabe,Não,Não,Sim,Sim,Não,Não,Não,Não,,,Sim,Não,,,,,Não,,,,,,,,,,,,,,,,
1.651997,Masculino,25 a 34 anos,MG,Interior,Sudeste,C2,Sim,Superior completo,Superior,Superior completo,Amarela,"Protestante evangélico e pentecostal (Igreja Universal, Quadrangular, Batista, Adventista, etc.)",No centro,Rede Geral de distribuição,Asfaltada/Pavimentada,Muito preocupado(a),Muito,SOCORRO,Sim,Causado principalmente pela ação humana,Sim,Não,Sim,Sim,Sim,Sim,Sim,Sim,,Sim,Sim,Sim,Sim,Sim,Os cientistas discordam muito entre eles sobre se o aquecimento global está acontecendo,Muito,Mais ou menos,"Proteger o meio ambiente, mesmo que isso signifique menos crescimento econômico e menos empregos",Os cidadãos,,,Sim,Não,Sim,Não,Não,Não,Sim,Sim,Ambos (Esp.),,,,Aumentaram,Concorda totalmente,Concorda totalmente,Concorda totalmente,Concorda totalmente,Discorda totalmente,Concorda totalmente,Concorda totalmente,Concorda totalmente,Discorda totalmente,Igual,Sim,Não,Sim,Sim,Não,Sim,Não,Sim,Sim,,Sim,Sim,,Sim,,Sim,Sim,Sim,Sim,Não,Sim,Não,Não,Sim,Sim,,,,,,,,
0.544673,Masculino,45 a 59 anos,RS,Interior,Sul,B2,Sim,Superior completo,Superior,Médio completo/ Superior incompleto,Branca,"Religiões orientais não cristãs (Islamismo, Budismo, Hinduísmo)",No centro,Rede Geral de distribuição,Asfaltada/Pavimentada,Muito preocupado(a),Muito,CALOR,Sim,Causado principalmente pela ação humana,Não,Não,Sim,Não,Não,Sim,Não,,,Sim,,,Sim,,A maior parte dos cientistas acha que o aquecimento global está acontecendo,Muito,Muito,"Proteger o meio ambiente, mesmo que isso signifique menos crescimento econômico e menos empregos",As ONGs de meio ambiente,Os governos,Empresas e indústrias,Sim,Não,Não,Não,Não,Não,Sim,Sim,Ambos (Esp.),,,,Aumentaram,Concorda totalmente,Concorda totalmente,Não concorda nem discorda,Concorda totalmente,Discorda totalmente,Concorda totalmente,Não concorda nem discorda,Concorda totalmente,Discorda totalmente,Igual,Não,Não,Não,Não,Não,Não,Não,Não,,,,,,,,,Não,,,,,,,,,,,,,,,,
1.078701,Feminino,25 a 34 anos,RS,Interior,Sul,C2,Sim,Superior Incompleto,Superior,Fundamental completo/ Médio incompleto,Preta,"Protestante evangélico e pentecostal (Igreja Universal, Quadrangular, Batista, Adventista, etc.)",Não sabe,Rede Geral de distribuição,Terra/Cascalho,Muito preocupado(a),Mais ou menos,DESMATAMENTO,Sim,Causado principalmente pela ação humana,Sim,Não,Sim,Sim,Sim,Sim,Sim,Não,,Sim,Sim,Sim,Não,Não,Os cientistas discordam muito entre eles sobre se o aquecimento global está acontecendo,Muito,Muito,"Proteger o meio ambiente, mesmo que isso signifique menos crescimento econômico e menos empregos",Empresas e indústrias,Os cidadãos,,Sim,Não,Não,Não,Sim,Não,Sim,Sim,Por ação humana,Pequenos agricultores,Madeireiros,Grandes produtores rurais,Aumentaram,Concorda totalmente,Concorda totalmente,Concorda totalmente,Concorda totalmente,Discorda totalmente,Concorda totalmente,Discorda totalmente,Concorda totalmente,Concorda totalmente,Melhor,Sim,Não,Sim,Sim,Sim,Sim,Não,Sim,Não,,Sim,Sim,Não,Não,,Sim,Sim,Sim,Sim,Não,Sim,Não,Não,Sim,Sim,,,,,,,,
2.705908,Feminino,35 a 44 anos,MG,Interior,Sudeste,DE,Não,,Analfabeto/Saber ler/Primário,Analfabeto/ Fundamental I incompleto,Parda,Católica Apostólica Romana,Mais à esquerda,Poço ou nascente,Terra/Cascalho,Preocupado(a),Nada,NÃO SABE,Não,Causado principalmente pela ação humana,Sim,Não,Sim,Sim,Sim,Sim,Sim,Sim,,Sim,Sim,Sim,Sim,Sim,Os cientistas discordam muito entre eles sobre se o aquecimento global está acontecendo,Muito,Muito,"Proteger o meio ambiente, mesmo que isso signifique menos crescimento econômico e menos empregos",Empresas e indústrias,Os cidadãos,Os governos,Não,Não,Não,Não,Não,Não,Não,Sim,Por ação humana,Grandes produtores rurais,Pecuaristas e criadores de animais,Pequenos agricultores,Aumentaram,Concorda totalmente,Concorda totalmente,Concorda totalmente,Concorda totalmente,Discorda totalmente,Concorda totalmente,Concorda em parte,Concorda totalmente,Concorda totalmente,Melhor,Não,Não,Não,Não,Não,Sim,Não,Sim,,,,,,Sim,,Sim,Sim,Não,Não,Não,Sim,Não,Não,Sim,Sim,,,,,,,,
0.925327,Feminino,25 a 34 anos,MG,Interior,Sudeste,B2,Sim,Superior completo,Superior,Superior completo,Branca,Católica Apostólica Romana,Mais à esquerda,Rede Geral de distribuição,Asfaltada/Pavimentada,Preocupado(a),Mais ou menos,FUTURO O QUE VAMOS DEIXAR PARA FUTURAS GERAÇÕES,Sim,Causado principalmente pela ação humana,Não,Sim,Sim,Sim,Sim,Sim,Sim,,Sim,Sim,Sim,Sim,Sim,Sim,Os cientistas discordam muito entre eles sobre se o aquecimento global está acontecendo,Muito,Muito,"Proteger o meio ambiente, mesmo que isso signifique menos crescimento econômico e menos empregos",Os governos,Empresas e indústrias,Os cidadãos,Sim,Não,Sim,Não,Sim,Não,Sim,Sim,Por ação humana,Madeireiros,Pecuaristas e criadores de animais,Grandes produtores rurais,Aumentaram,Concorda totalmente,Concorda totalmente,Concorda totalmente,Concorda em parte,Discorda totalmente,Concorda totalmente,Concorda em parte,Concorda totalmente,Concorda em parte,Melhor,Sim,Não,Sim,Sim,Não,Não,Não,Sim,Sim,,Sim,Sim,,,,Não,Sim,Sim,Sim,Sim,Sim,Não,Sim,Sim,Sim,,,,,,,,
0.617995,Feminino,45 a 59 anos,RS,Interior,Sul,B2,Sim,Superior completo,Superior,Superior completo,Branca,Prefiro não responder,Mais à esquerda,Rede Geral de distribuição,Asfaltada/Pavimentada,Muito preocupado(a),Muito,DESEQUILÍBRIO,Sim,Causado principalmente pela ação humana,Não,Sim,Sim,Não,Não,Não,Não,,Sim,Sim,,,,,A maior parte dos cientistas acha que o aquecimento global está acontecendo,Muito,Muito,"Proteger o meio ambiente, mesmo que isso signifique menos crescimento econômico e menos empregos",Os governos,Empresas e indústrias,Os cidadãos,Sim,Não,Não,Sim,Sim,Sim,Sim,Sim,Ambos (Esp.),,,,Aumentaram,Concorda totalmente,Concorda totalmente,Concorda totalmente,Discorda em parte,Discorda totalmente,Concorda totalmente,Concorda totalmente,Concorda totalmente,Concorda totalmente,Melhor,Sim,Não,Sim,Sim,Não,Não,Não,Não,Sim,,Sim,Sim,,,,,Sim,Não,Não,Não,Sim,Não,Não,Não,Sim,,,,,,,,
0.846675,Feminino,35 a 44 anos,SP,Interior,Sudeste,B2,Sim,Superior completo,Superior,Superior completo,Branca,Católica Apostólica Romana,Não respondeu,Rede Geral de distribuição,Asfaltada/Pavimentada,Preocupado(a),Muito,POLUIÇÃO,Sim,Causado principalmente pela ação humana,Sim,Sim,Sim,Sim,Sim,Sim,Sim,Sim,Sim,Sim,Não,Sim,Sim,Sim,A maior parte dos cientistas acha que o aquecimento global está acontecendo,Muito,Muito,"Proteger o meio ambiente, mesmo que isso signifique menos crescimento econômico e menos empregos",Os governos,Empresas e indústrias,Os cidadãos,Sim,Não,Sim,Não,Sim,Não,Sim,Sim,Por ação humana,Garimpeiros,Madeireiros,Políticos,Não sabe,Concorda totalmente,Concorda totalmente,Concorda totalmente,Concorda totalmente,Discorda totalmente,Discorda totalmente,Concorda em parte,Concorda em parte,Discorda em parte,Não respondeu,Não,Não,Sim,Sim,Sim,Sim,Sim,Sim,,,Não,Não,Não,Sim,Sim,Sim,Sim,Sim,Sim,Sim,Sim,Não,Sim,Sim,Sim,,,,,,,,
2.424441,Feminino,18 a 24 anos,BA,Capital RM,Nordeste,C2,Sim,Superior Incompleto,Superior,Médio completo/ Superior incompleto,Indígena,"Protestante evangélico e pentecostal (Igreja Universal, Quadrangular, Batista, Adventista, etc.)",Mais à esquerda,Rede Geral de distribuição,Asfaltada/Pavimentada,Muito preocupado(a),Muito,CALOR,Sim,Causado principalmente pela ação humana,Sim,Não,Sim,Sim,Sim,Sim,Sim,Sim,,Sim,Sim,Sim,Sim,Sim,A maior parte dos cientistas acha que o aquecimento global está acontecendo,Muito,Muito,"Proteger o meio ambiente, mesmo que isso signifique menos crescimento econômico e menos empregos",Empresas e indústrias,,,Sim,Sim,Sim,Sim,Sim,Sim,Sim,Sim,Ambos (Esp.),,,,Aumentaram,Concorda totalmente,Concorda totalmente,Concorda totalmente,Concorda totalmente,Discorda totalmente,Concorda totalmente,Concorda totalmente,Concorda totalmente,Concorda totalmente,Melhor,Sim,Não,Sim,Sim,Não,Sim,Não,Sim,Sim,,Sim,Sim,,Não,,Sim,Sim,Sim,Sim,Não,Sim,Não,Sim,Sim,Sim,,,,,,,,
1.321277,Masculino,35 a 44 anos,MG,Interior,Sudeste,C1,Sim,Superior completo,Superior,Médio completo/ Superior incompleto,Parda,Ateu,Não sabe,Rede Geral de distribuição,Terra/Cascalho,Muito preocupado(a),Muito,CAOS,Sim,Causado principalmente pela ação humana,Não,Sim,Sim,Não,Não,Sim,Não,,Sim,Sim,,,Sim,,A maior parte dos cientistas acha que o aquecimento global está acontecendo,Muito,Muito,"Proteger o meio ambiente, mesmo que isso signifique menos crescimento econômico e menos empregos",Empresas e indústrias,Os governos,Os cidadãos,Sim,Não,Não,Não,Não,Não,Sim,Sim,Por ação humana,Políticos,Indígenas,Pecuaristas e criadores de animais,Aumentaram,Concorda totalmente,Concorda totalmente,Concorda em parte,Discorda totalmente,Discorda totalmente,Discorda totalmente,Discorda totalmente,Discorda totalmente,Discorda em parte,Pior,Não,Não,Sim,Não,Não,Não,Não,Não,,,Sim,,,,,,Não,,,,,,,,,,,,,,,,
0.998748,Masculino,60 anos ou +,PR,Interior,Sul,C2,Sim,Superior completo,Superior,Médio completo/ Superior incompleto,Parda,Testemunha de Jeová,No centro,Rede Geral de distribuição,Asfaltada/Pavimentada,Um pouco preocupado(a),Mais ou menos,POLUIÇÃO,Sim,Causado principalmente pela ação humana,Não,Sim,Não,Não,Não,Sim,Não,,Sim,,,,Sim,,A maior parte dos cientistas acha que o aquecimento global está acontecendo,Muito,Muito,"Proteger o meio ambiente, mesmo que isso signifique menos crescimento econômico e menos empregos",Empresas e indústrias,Os governos,Os cidadãos,Sim,Não,Sim,Não,Não,Não,Não,Sim,Por ação humana,Garimpeiros,Madeireiros,Grandes produtores rurais,Aumentaram,Concorda totalmente,Concorda totalmente,Concorda totalmente,Concorda totalmente,Concorda totalmente,Concorda totalmente,Concorda totalmente,Concorda em parte,Concorda totalmente,Igual,Não,Não,Não,Não,Não,Não,Não,Não,,,,,,,,,Não,,,,,,,,,,,,,,,,
0.788253,Feminino,45 a 59 anos,BA,Capital RM,Nordeste,C2,Sim,7ª série ou 8º ano do Fundamental,Ginásio,Analfabeto/ Fundamental I incompleto,Parda,Católica Apostólica Romana,Não sabe,Rede Geral de distribuição,Asfaltada/Pavimentada,Preocupado(a),Um pouco,"DESMATAMENTO, QUEIMADAS QUE PASSA NA TV",Sim,Causado principalmente pela ação humana,Não,Sim,Sim,Sim,Sim,Sim,Sim,,Sim,Sim,Sim,Sim,Não sabe,Não,Os cientistas discordam muito entre eles sobre se o aquecimento global está acontecendo,Muito,Muito,"Proteger o meio ambiente, mesmo que isso signifique menos crescimento econômico e menos empregos",Os governos,Os cidadãos,Empresas e indústrias,Não,Não,Sim,Não,Não,Não,Não,Sim,Por ação humana,Garimpeiros,Madeireiros,Pecuaristas e criadores de animais,Aumentaram,Concorda totalmente,Concorda totalmente,Não sabe,Concorda totalmente,Concorda totalmente,Concorda totalmente,Concorda totalmente,Concorda totalmente,Concorda totalmente,Melhor,Sim,Não,Sim,Sim,Não,Sim,Sim,Sim,Sim,,Não,Sim,,Sim,Não,Sim,Sim,Não,Não,Não,Sim,Não,Não,Sim,Sim,,,,,,,,
1.72311,Feminino,35 a 44 anos,PB,Interior,Nordeste,C2,Sim,4ª série (ou 5º ano do Fundamental,Analfabeto/Saber ler/Primário,Fundamental I completo/Fundamental II incompleto,Parda,"Protestante evangélico e pentecostal (Igreja Universal, Quadrangular, Batista, Adventista, etc.)",Mais à esquerda,Rede Geral de distribuição,Asfaltada/Pavimentada,Muito preocupado(a),Um pouco,FIM DA HUMANIDADE,Sim,Causado principalmente pela ação humana,Sim,Não,Sim,Sim,Sim,Sim,Sim,Sim,,Sim,Sim,Sim,Sim,Sim,A maior parte dos cientistas acha que o aquecimento global está acontecendo,Muito,Não sabe,"Proteger o meio ambiente, mesmo que isso signifique menos crescimento econômico e menos empregos",Empresas e indústrias,Os governos,Os cidadãos,Sim,Não,Sim,Não,Sim,Sim,Sim,Sim,Ambos (Esp.),,,,Aumentaram,Concorda totalmente,Concorda totalmente,Concorda totalmente,Concorda totalmente,Discorda totalmente,Concorda totalmente,Concorda totalmente,Concorda totalmente,Concorda totalmente,Melhor,Sim,Não,Não,Não,Sim,Sim,Não,Sim,Sim,,,,Sim,Sim,,Sim,Sim,Não,Não,Sim,Não,Não,Não,,,,,,,,,,
2.681131,Masculino,60 anos ou +,CE,Interior,Nordeste,DE,Sim,"Sabe ler/escrever, mas não cursou escola",Analfabeto/Saber ler/Primário,Fundamental I completo/Fundamental II incompleto,Preta,Católica Apostólica Romana,Não sabe,Poço ou nascente,Asfaltada/Pavimentada,Preocupado(a),Um pouco,POLUIÇÃO,Sim,Resultado de mudanças naturais do meio ambiente,Sim,Sim,Sim,Sim,Sim,Sim,Sim,Sim,Sim,Sim,Sim,Sim,Sim,Sim,A maior parte dos cientistas acha que o aquecimento global não está acontecendo,Muito,Muito,"Proteger o meio ambiente, mesmo que isso signifique menos crescimento econômico e menos empregos",Empresas e indústrias,As ONGs de meio ambiente,Os governos,Não,Sim,Sim,Não,Sim,Sim,Não,Sim,Por ação humana,Pequenos agricultores,Pecuaristas e criadores de animais,Grandes produtores rurais,Aumentaram,Concorda totalmente,Concorda totalmente,Concorda totalmente,Concorda totalmente,Discorda totalmente,Concorda totalmente,Concorda totalmente,Concorda totalmente,Concorda totalmente,Melhor,Sim,Sim,Sim,Sim,Sim,Não sabe,Sim,Sim,Sim,Sim,Sim,Não,Sim,,Sim,Sim,Não,,,,,,,,,,,,,,,,
0.568421,Masculino,45 a 59 anos,BA,Capital RM,Nordeste,B2,Sim,7ª série ou 8º ano do Fundamental,Ginásio,Analfabeto/ Fundamental I incompleto,Parda,"Religiões afro-brasileiras (Candomblé, Umbanda)",No centro,Rede Geral de distribuição,Asfaltada/Pavimentada,Muito preocupado(a),Mais ou menos,CHUVA,Sim,Causado principalmente pela ação humana,Sim,Não,Sim,Sim,Não,Sim,Sim,Sim,,Sim,Sim,,Sim,Sim,A maior parte dos cientistas acha que o aquecimento global está acontecendo,Muito,Mais ou menos,"Proteger o meio ambiente, mesmo que isso signifique menos crescimento econômico e menos empregos",Os governos,Os cidadãos,Empresas e indústrias,Sim,Não,Não,Não,Não,Sim,Não,Sim,Por ação humana,Garimpeiros,Grandes produtores rurais,Madeireiros,Aumentaram,Concorda totalmente,Concorda totalmente,Concorda totalmente,Concorda totalmente,Discorda totalmente,Concorda totalmente,Concorda totalmente,Concorda totalmente,Discorda totalmente,Melhor,Sim,Sim,Sim,Sim,Não,Sim,Não,Sim,Sim,Sim,Sim,Não,,Sim,,Sim,Não,,,,,,,,,,,,,,,,
1.609769,Feminino,45 a 59 anos,PB,Interior,Nordeste,C2,Sim,Pré-escola ou 1º ano do Ensino Fundamental,Analfabeto/Saber ler/Primário,Superior completo,Parda,Católica Apostólica Romana,Não sabe,Rede Geral de distribuição,Terra/Cascalho,Muito preocupado(a),Um pouco,AMBIENTE SAUDÁVEL,Sim,Causado principalmente pela ação humana,Não sabe,Não sabe,Sim,Sim,Sim,Sim,Sim,,,Sim,Sim,Sim,Sim,Sim,Os cientistas discordam muito entre eles sobre se o aquecimento global está acontecendo,Mais ou menos,Mais ou menos,"Proteger o meio ambiente, mesmo que isso signifique menos crescimento econômico e menos empregos",Os governos,Empresas e indústrias,,Sim,Não,Sim,Não,Sim,Não,Sim,Sim,Por ação humana,Organizações Não Governamentais (ONGs) de meio ambiente,Grandes produtores rurais,,Diminuíram,Concorda totalmente,Concorda totalmente,Discorda totalmente,Concorda totalmente,Discorda totalmente,Concorda totalmente,Concorda totalmente,Concorda totalmente,Concorda totalmente,Melhor,Não,Não,Não,Não,Não,Não,Não,Não,,,,,,,,,Sim,Não,Não,Não,Sim,Não,Sim,Não,Sim,,,,,,,,
1.609769,Feminino,45 a 59 anos,PB,Capital RM,Nordeste,C2,Sim,4ª série (ou 5º ano do Fundamental,Analfabeto/Saber ler/Primário,Analfabeto/ Fundamental I incompleto,Branca,"Protestante evangélico e pentecostal (Igreja Universal, Quadrangular, Batista, Adventista, etc.)",Mais à direita,Rede Geral de distribuição,Asfaltada/Pavimentada,Muito preocupado(a),Mais ou menos,DESTRUIÇÃO,Sim,Ambos (Esp.),Sim,Não,Sim,Sim,Sim,Sim,Sim,Sim,,Não,Não sabe,Sim,Sim,Sim,A maior parte dos cientistas acha que o aquecimento global está acontecendo,Muito,Muito,"Promover o crescimento econômico e a geração de empregos, mesmo que isso prejudique o meio ambiente",Empresas e indústrias,As ONGs de meio ambiente,,Não,Não,Sim,Não,Sim,Não,Não,Sim,Ambos (Esp.),,,,Estão iguais,Concorda totalmente,Concorda totalmente,Concorda totalmente,Não concorda nem discorda,Concorda totalmente,Concorda totalmente,Concorda totalmente,Não concorda nem discorda,Discorda totalmente,Não sabe,Sim,Sim,Não,Não,Não,Não sabe,Não,Não,Sim,Não,,,,,,,Sim,Não,Não,Não,Sim,Não,Não,Não,Sim,,,,,,,,
0.954188,Masculino,25 a 34 anos,PA,Interior,Norte,DE,Sim,8ª série ou 9º ano do Fundamental,Ginásio,Fundamental completo/ Médio incompleto,Parda,Católica Apostólica Romana,Não sabe,Poço ou nascente,Terra/Cascalho,Preocupado(a),Um pouco,"AUMENTO DAS TEMPERATURAS, NÍVEL DOS OCEANOS AUMENTANDO",Sim,Causado principalmente pela ação humana,Sim,Não,Sim,Sim,Sim,Sim,Sim,Sim,,Sim,Sim,Sim,Sim,Não,A maior parte dos cientistas acha que o aquecimento global está acontecendo,Muito,Muito,"Proteger o meio ambiente, mesmo que isso signifique menos crescimento econômico e menos empregos",Empresas e indústrias,Os governos,Os cidadãos,Sim,Sim,Não,Não,Não,Não,Não,Sim,Por ação humana,Pecuaristas e criadores de animais,Garimpeiros,Pequenos agricultores,Aumentaram,Concorda totalmente,Concorda totalmente,Concorda totalmente,Concorda totalmente,Discorda totalmente,Concorda em parte,Concorda totalmente,Concorda totalmente,Concorda totalmente,Melhor,Não,Não,Não,Sim,Sim,Sim,Não,Sim,,,,Sim,Não,Sim,,Sim,Sim,Não,Não,Não,Sim,Não,Não,Sim,Sim,,,,,,,,
0.91603,Masculino,45 a 59 anos,AL,Capital RM,Nordeste,C2,Sim,5ª série ou 6º ano do Fundamental,Ginásio,Analfabeto/ Fundamental I incompleto,Parda,"Protestante evangélico e pentecostal (Igreja Universal, Quadrangular, Batista, Adventista, etc.)",Mais à direita,Rede Geral de distribuição,Asfaltada/Pavimentada,Preocupado(a),Mais ou menos,DESMATAMENTO,Sim,Causado principalmente pela ação humana,Sim,Não,Sim,Sim,Sim,Sim,Sim,Não,,Sim,Sim,Sim,Sim,Sim,Os cientistas discordam muito entre eles sobre se o aquecimento global está acontecendo,Muito,Muito,"Proteger o meio ambiente, mesmo que isso signifique menos crescimento econômico e menos empregos",As ONGs de meio ambiente,Os cidadãos,Empresas e indústrias,Sim,Não,Não,Não,Sim,Não,Não,Sim,Por ação humana,Políticos,Garimpeiros,Não sabe,Diminuíram,Concorda totalmente,Concorda totalmente,Discorda totalmente,Discorda em parte,Discorda totalmente,Discorda totalmente,Concorda totalmente,Concorda totalmente,Discorda totalmente,Pior,Sim,Não,Sim,Não,Não,Sim,Não,Sim,Sim,,Não,,,Não,,Sim,Sim,Não,Não,Não,Sim,Não,Não,Não,Sim,,,,,,,,
0.280859,Masculino,45 a 59 anos,PA,Interior,Norte,B2,Sim,Superior completo,Superior,Superior completo,Parda,Católica Apostólica Romana,Mais à esquerda,Rede Geral de distribuição,Asfaltada/Pavimentada,Muito preocupado(a),Muito,AUMENTO DO NÍVEL DO MAR,Sim,Causado principalmente pela ação humana,Não respondeu,Sim,Sim,Sim,Sim,Sim,Sim,,Sim,Sim,Sim,Sim,Sim,Sim,A maior parte dos cientistas acha que o aquecimento global está acontecendo,Muito,Muito,"Proteger o meio ambiente, mesmo que isso signifique menos crescimento econômico e menos empregos",Empresas e indústrias,Os cidadãos,Os governos,Sim,Não,Sim,Sim,Sim,Sim,Sim,Sim,Por ação humana,Madeireiros,Pecuaristas e criadores de animais,Garimpeiros,Aumentaram,Concorda totalmente,Concorda totalmente,Concorda totalmente,Concorda totalmente,Discorda totalmente,Concorda totalmente,Concorda totalmente,Concorda totalmente,Concorda totalmente,Melhor,Sim,Sim,Sim,Sim,Não,Sim,Sim,Sim,Sim,Sim,Sim,Sim,,Sim,Sim,Sim,Sim,Sim,Sim,Não,Sim,Não,Não,Sim,Sim,,,,,,,,
0.436376,Masculino,25 a 34 anos,PA,Interior,Norte,DE,Sim,3ª série do Ensino Médio,Colegial,Fundamental I completo/Fundamental II incompleto,Parda,Católica Apostólica Romana,Mais à direita,Rede Geral de distribuição,Asfaltada/Pavimentada,Preocupado(a),Mais ou menos,POLUIÇÃO,Sim,Causado principalmente pela ação humana,Não,Sim,Sim,Sim,Sim,Sim,Sim,,Sim,Sim,Sim,Sim,Não,Não,A maior parte dos cientistas acha que o aquecimento global está acontecendo,Muito,Muito,"Proteger o meio ambiente, mesmo que isso signifique menos crescimento econômico e menos empregos",Os governos,Empresas e indústrias,Os cidadãos,Sim,Não,Sim,Não,Sim,Sim,Sim,Sim,Por ação humana,Madeireiros,Políticos,Garimpeiros,Aumentaram,Concorda totalmente,Concorda totalmente,Concorda totalmente,Concorda totalmente,Discorda totalmente,Concorda em parte,Concorda totalmente,Concorda em parte,Discorda em parte,Igual,Sim,Não,Sim,Não,Sim,Sim,Não,Sim,Sim,,Sim,,Sim,Sim,,Sim,Sim,Não,Sim,Não,Sim,Não,Não,Sim,Não,,,,,,,,
